trip_id,from_stop_id,to_stop_id,distance_km
BxVJu5Cu3SBv6k6JEotw3-07:00:00,7,8,0.5522
BxVJu5Cu3SBv6k6JEotw3-07:00:00,8,9,0.31989999999999996
BxVJu5Cu3SBv6k6JEotw3-07:00:00,9,11,0.4017
BxVJu5Cu3SBv6k6JEotw3-07:00:00,11,19,0.6103999999999999
BxVJu5Cu3SBv6k6JEotw3-07:00:00,19,23,1.0216
BxVJu5Cu3SBv6k6JEotw3-07:00:00,23,25,0.6137999999999999
BxVJu5Cu3SBv6k6JEotw3-07:00:00,25,26,0.523
CHPoO06l96ZxXNoM4s7El-07:00:00,261,273,1.8444
CHPoO06l96ZxXNoM4s7El-07:00:00,273,295,1.1683
CHPoO06l96ZxXNoM4s7El-07:00:00,295,304,0.8733
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,85,125,0.6105
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,125,124,0.4195
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,124,136,0.3087
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,136,91,0.5353
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,91,89,0.19319999999999998
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,89,93,0.1118
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,93,95,0.14980000000000002
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,95,97,0.2776
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,97,14,0.2774
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,14,45,0.373
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,45,128,0.3035
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,128,130,2.6486
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,130,132,1.3443
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,132,133,2.0650999999999997
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,133,203,0.1971
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,203,205,0.4565
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,205,207,0.4342
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,207,209,4.8508000000000004
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,209,211,2.274
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,211,214,1.0021
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,214,218,2.1185
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,218,220,1.4105
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,220,231,0.8179
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,231,233,0.6058
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,233,237,0.5404
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,237,235,0.5197999999999999
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,235,239,1.0317
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,239,245,0.42710000000000004
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,245,243,0.5841000000000001
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,243,241,1.0479
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,241,229,0.6613
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,229,225,0.3481
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,225,223,0.6788
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,223,198,0.1936
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,198,196,0.5163
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,196,193,0.38089999999999996
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,193,194,0.3493
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,194,186,0.5193
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,186,184,0.2174
Cl-oT7WLLDtvd9UF3t3WF-07:00:00,184,183,0.29719999999999996
CmIaLLjNex2vbIMiilGN5-07:00:00,379,384,1.3767
CmIaLLjNex2vbIMiilGN5-07:00:00,384,428,18.8863
CoaLpd6rmb73R6BNYH7S1-07:00:00,39,30,0.6776
CoaLpd6rmb73R6BNYH7S1-07:00:00,30,28,0.628
CoaLpd6rmb73R6BNYH7S1-07:00:00,28,27,0.2407
CoaLpd6rmb73R6BNYH7S1-07:00:00,27,24,0.7957000000000001
CoaLpd6rmb73R6BNYH7S1-07:00:00,24,22,0.5247999999999999
CoaLpd6rmb73R6BNYH7S1-07:00:00,22,18,0.9352
DQG7BcWUYPP3fo9nY8SBc-07:00:00,403,406,1.3409
DQG7BcWUYPP3fo9nY8SBc-07:00:00,406,404,0.4209
DQG7BcWUYPP3fo9nY8SBc-07:00:00,404,423,1.0840999999999998
DQG7BcWUYPP3fo9nY8SBc-07:00:00,423,428,1.3724
Da9EIaUt19ZSMI3qwGvzZ-07:00:00,301,298,0.2056
Da9EIaUt19ZSMI3qwGvzZ-07:00:00,298,296,0.25980000000000003
Da9EIaUt19ZSMI3qwGvzZ-07:00:00,296,328,1.1256
Da9EIaUt19ZSMI3qwGvzZ-07:00:00,328,346,1.6962000000000002
Da9EIaUt19ZSMI3qwGvzZ-07:00:00,346,344,1.4419000000000002
Da9EIaUt19ZSMI3qwGvzZ-07:00:00,344,339,1.3802
Da9EIaUt19ZSMI3qwGvzZ-07:00:00,339,327,1.288
E3cKTAI5hrMdq3gv0l-3g-07:00:00,182,185,0.30469999999999997
E3cKTAI5hrMdq3gv0l-3g-07:00:00,185,187,0.22569999999999998
E3cKTAI5hrMdq3gv0l-3g-07:00:00,187,195,0.5315
E3cKTAI5hrMdq3gv0l-3g-07:00:00,195,192,0.418
E3cKTAI5hrMdq3gv0l-3g-07:00:00,192,197,0.3822
E3cKTAI5hrMdq3gv0l-3g-07:00:00,197,199,0.5368999999999999
E3cKTAI5hrMdq3gv0l-3g-07:00:00,199,224,0.18059999999999998
E3cKTAI5hrMdq3gv0l-3g-07:00:00,224,226,0.663
E3cKTAI5hrMdq3gv0l-3g-07:00:00,226,230,0.3495
E3cKTAI5hrMdq3gv0l-3g-07:00:00,230,242,0.6684
E3cKTAI5hrMdq3gv0l-3g-07:00:00,242,244,1.0674000000000001
E3cKTAI5hrMdq3gv0l-3g-07:00:00,244,246,0.5815
E3cKTAI5hrMdq3gv0l-3g-07:00:00,246,240,0.4061
E3cKTAI5hrMdq3gv0l-3g-07:00:00,240,236,1.0509000000000002
E3cKTAI5hrMdq3gv0l-3g-07:00:00,236,238,0.6514
E3cKTAI5hrMdq3gv0l-3g-07:00:00,238,234,0.5454
E3cKTAI5hrMdq3gv0l-3g-07:00:00,234,232,0.6236
E3cKTAI5hrMdq3gv0l-3g-07:00:00,232,221,0.8332999999999999
E3cKTAI5hrMdq3gv0l-3g-07:00:00,221,222,0.861
E3cKTAI5hrMdq3gv0l-3g-07:00:00,222,264,0.8479
E3cKTAI5hrMdq3gv0l-3g-07:00:00,264,273,1.683
E3cKTAI5hrMdq3gv0l-3g-07:00:00,273,446,0.4746
E3cKTAI5hrMdq3gv0l-3g-07:00:00,446,269,0.0974
EglZxh1NkJA5Jax303ARy-07:00:00,335,350,0.8337
EglZxh1NkJA5Jax303ARy-07:00:00,350,414,0.511
EglZxh1NkJA5Jax303ARy-07:00:00,414,410,1.3862
EglZxh1NkJA5Jax303ARy-07:00:00,410,200,1.1870999999999998
EglZxh1NkJA5Jax303ARy-07:00:00,200,201,0.432
EglZxh1NkJA5Jax303ARy-07:00:00,201,190,0.4692
EglZxh1NkJA5Jax303ARy-07:00:00,190,188,0.3827
Eij4wvz28UMMCWx_xBgPt-07:00:00,116,115,0.8387
Eij4wvz28UMMCWx_xBgPt-07:00:00,115,120,1.1259000000000001
Eij4wvz28UMMCWx_xBgPt-07:00:00,120,250,1.5866
Eij4wvz28UMMCWx_xBgPt-07:00:00,250,252,0.2969
Eij4wvz28UMMCWx_xBgPt-07:00:00,252,390,5.087899999999999
Eij4wvz28UMMCWx_xBgPt-07:00:00,390,391,2.8773
Eij4wvz28UMMCWx_xBgPt-07:00:00,391,396,1.7769000000000001
Eij4wvz28UMMCWx_xBgPt-07:00:00,396,435,5.5149
Eij4wvz28UMMCWx_xBgPt-07:00:00,435,399,4.3163
Eij4wvz28UMMCWx_xBgPt-07:00:00,399,168,2.2463
Eij4wvz28UMMCWx_xBgPt-07:00:00,168,424,1.8303
Eij4wvz28UMMCWx_xBgPt-07:00:00,424,405,1.0839
Eij4wvz28UMMCWx_xBgPt-07:00:00,405,407,0.45380000000000004
Eij4wvz28UMMCWx_xBgPt-07:00:00,407,411,0.8723
Eij4wvz28UMMCWx_xBgPt-07:00:00,411,200,2.0362
Eij4wvz28UMMCWx_xBgPt-07:00:00,200,201,0.432
EoBxLx54RiTmwf0L64PXs-07:00:00,182,185,0.30469999999999997
EoBxLx54RiTmwf0L64PXs-07:00:00,185,187,0.22569999999999998
EoBxLx54RiTmwf0L64PXs-07:00:00,187,195,0.5315
EoBxLx54RiTmwf0L64PXs-07:00:00,195,192,0.418
EoBxLx54RiTmwf0L64PXs-07:00:00,192,197,0.3822
EoBxLx54RiTmwf0L64PXs-07:00:00,197,199,0.5368999999999999
EoBxLx54RiTmwf0L64PXs-07:00:00,199,224,0.18059999999999998
EoBxLx54RiTmwf0L64PXs-07:00:00,224,226,0.663
EoBxLx54RiTmwf0L64PXs-07:00:00,226,230,0.3495
EoBxLx54RiTmwf0L64PXs-07:00:00,230,242,0.6684
EoBxLx54RiTmwf0L64PXs-07:00:00,242,244,1.0674000000000001
EoBxLx54RiTmwf0L64PXs-07:00:00,244,246,0.5815
EoBxLx54RiTmwf0L64PXs-07:00:00,246,240,0.4061
EoBxLx54RiTmwf0L64PXs-07:00:00,240,236,1.0509000000000002
EoBxLx54RiTmwf0L64PXs-07:00:00,236,238,0.6514
EoBxLx54RiTmwf0L64PXs-07:00:00,238,234,0.5454
EoBxLx54RiTmwf0L64PXs-07:00:00,234,232,0.6236
EoBxLx54RiTmwf0L64PXs-07:00:00,232,221,0.8332999999999999
EoBxLx54RiTmwf0L64PXs-07:00:00,221,219,1.4167
EoBxLx54RiTmwf0L64PXs-07:00:00,219,215,0.4038
EoBxLx54RiTmwf0L64PXs-07:00:00,215,212,0.2994
EoBxLx54RiTmwf0L64PXs-07:00:00,212,210,0.5059
EoBxLx54RiTmwf0L64PXs-07:00:00,210,208,0.499
EoBxLx54RiTmwf0L64PXs-07:00:00,208,206,0.38839999999999997
EoBxLx54RiTmwf0L64PXs-07:00:00,206,204,0.43460000000000004
EoBxLx54RiTmwf0L64PXs-07:00:00,204,134,0.2105
EoBxLx54RiTmwf0L64PXs-07:00:00,134,132,0.6023999999999999
EoBxLx54RiTmwf0L64PXs-07:00:00,132,130,0.3897
EoBxLx54RiTmwf0L64PXs-07:00:00,130,107,0.7068
EoBxLx54RiTmwf0L64PXs-07:00:00,107,105,0.2687
EoBxLx54RiTmwf0L64PXs-07:00:00,105,102,0.2576
EoBxLx54RiTmwf0L64PXs-07:00:00,102,80,0.45
FOMSNPsGQO4s6Y-BM_cpQ-07:00:00,180,176,2.7260999999999997
FOMSNPsGQO4s6Y-BM_cpQ-07:00:00,176,445,1.4487
FUo5FExiKwUTpyTUJYA7R-07:00:00,98,45,0.7207
FUo5FExiKwUTpyTUJYA7R-07:00:00,45,153,1.1135
FUo5FExiKwUTpyTUJYA7R-07:00:00,153,255,0.6829
FUo5FExiKwUTpyTUJYA7R-07:00:00,284,291,1.1447
FUo5FExiKwUTpyTUJYA7R-07:00:00,291,341,1.1280999999999999
FUo5FExiKwUTpyTUJYA7R-07:00:00,341,324,0.7827000000000001
FUo5FExiKwUTpyTUJYA7R-07:00:00,324,414,1.8157
FUo5FExiKwUTpyTUJYA7R-07:00:00,414,410,1.3862
FUo5FExiKwUTpyTUJYA7R-07:00:00,410,402,1.1694
FUo5FExiKwUTpyTUJYA7R-07:00:00,402,359,0.8399
GK-B6ExLThapIsC2LwCU5-07:00:00,416,438,0.7581
GK-B6ExLThapIsC2LwCU5-07:00:00,438,415,0.6182000000000001
GK-B6ExLThapIsC2LwCU5-07:00:00,415,402,0.8975
GK-B6ExLThapIsC2LwCU5-07:00:00,402,359,0.8399
GVMY3J8hLKwB3k_XzZZNA-07:00:00,93,95,0.14980000000000002
GVMY3J8hLKwB3k_XzZZNA-07:00:00,95,97,0.2776
GVMY3J8hLKwB3k_XzZZNA-07:00:00,97,14,0.2774
GVMY3J8hLKwB3k_XzZZNA-07:00:00,14,45,0.373
GVMY3J8hLKwB3k_XzZZNA-07:00:00,45,128,0.3035
GVMY3J8hLKwB3k_XzZZNA-07:00:00,128,133,0.568
GVMY3J8hLKwB3k_XzZZNA-07:00:00,133,203,0.1971
GVMY3J8hLKwB3k_XzZZNA-07:00:00,203,205,0.4565
GVMY3J8hLKwB3k_XzZZNA-07:00:00,205,207,0.4342
GVMY3J8hLKwB3k_XzZZNA-07:00:00,207,209,4.8508000000000004
GVMY3J8hLKwB3k_XzZZNA-07:00:00,209,211,2.274
GVMY3J8hLKwB3k_XzZZNA-07:00:00,211,214,1.0021
GVMY3J8hLKwB3k_XzZZNA-07:00:00,214,218,2.1185
GVMY3J8hLKwB3k_XzZZNA-07:00:00,218,220,1.4105
GVMY3J8hLKwB3k_XzZZNA-07:00:00,220,231,0.8179
GVMY3J8hLKwB3k_XzZZNA-07:00:00,231,233,0.6058
GVMY3J8hLKwB3k_XzZZNA-07:00:00,233,237,0.5404
GVMY3J8hLKwB3k_XzZZNA-07:00:00,237,235,0.5197999999999999
GVMY3J8hLKwB3k_XzZZNA-07:00:00,235,239,1.0317
GVMY3J8hLKwB3k_XzZZNA-07:00:00,239,245,0.42710000000000004
GVMY3J8hLKwB3k_XzZZNA-07:00:00,245,243,0.5841000000000001
GVMY3J8hLKwB3k_XzZZNA-07:00:00,243,241,1.0479
GVMY3J8hLKwB3k_XzZZNA-07:00:00,241,229,0.6613
GVMY3J8hLKwB3k_XzZZNA-07:00:00,229,225,0.3481
GVMY3J8hLKwB3k_XzZZNA-07:00:00,225,227,0.6194
GVMY3J8hLKwB3k_XzZZNA-07:00:00,227,409,1.1714
GVMY3J8hLKwB3k_XzZZNA-07:00:00,409,402,0.74
GVMY3J8hLKwB3k_XzZZNA-07:00:00,402,359,0.8399
H4Zrbg3RLebdgA2rD0SL4-07:00:00,362,411,1.9183
H4Zrbg3RLebdgA2rD0SL4-07:00:00,411,413,1.3793
H4Zrbg3RLebdgA2rD0SL4-07:00:00,413,325,1.8197
H4Zrbg3RLebdgA2rD0SL4-07:00:00,325,342,0.7632000000000001
H4Zrbg3RLebdgA2rD0SL4-07:00:00,342,292,1.1319000000000001
H4Zrbg3RLebdgA2rD0SL4-07:00:00,292,285,1.1444
H4Zrbg3RLebdgA2rD0SL4-07:00:00,285,264,1.7181
H4Zrbg3RLebdgA2rD0SL4-07:00:00,264,440,0.2736
H4Zrbg3RLebdgA2rD0SL4-07:00:00,440,266,0.4719
H4Zrbg3RLebdgA2rD0SL4-07:00:00,266,256,1.0206
H4Zrbg3RLebdgA2rD0SL4-07:00:00,256,152,0.6527000000000001
HcF2oktSKDVQXpBv7t2j3-07:00:00,267,273,0.6049
HcF2oktSKDVQXpBv7t2j3-07:00:00,273,295,1.1683
HcF2oktSKDVQXpBv7t2j3-07:00:00,295,304,0.8733
HcF2oktSKDVQXpBv7t2j3-07:00:00,304,301,0.5203
HcF2oktSKDVQXpBv7t2j3-07:00:00,301,298,0.2056
HcF2oktSKDVQXpBv7t2j3-07:00:00,298,296,0.25980000000000003
HcF2oktSKDVQXpBv7t2j3-07:00:00,296,328,1.1256
HcF2oktSKDVQXpBv7t2j3-07:00:00,328,346,1.6962000000000002
HcF2oktSKDVQXpBv7t2j3-07:00:00,346,433,2.4631999999999996
HcF2oktSKDVQXpBv7t2j3-07:00:00,433,429,1.7124000000000001
HcF2oktSKDVQXpBv7t2j3-07:00:00,429,428,2.3773
HcF2oktSKDVQXpBv7t2j3-07:00:00,428,386,14.165299999999998
HcF2oktSKDVQXpBv7t2j3-07:00:00,386,383,1.2539
HcF2oktSKDVQXpBv7t2j3-07:00:00,383,381,1.2789000000000001
HcF2oktSKDVQXpBv7t2j3-07:00:00,381,377,0.842
HcF2oktSKDVQXpBv7t2j3-07:00:00,377,375,0.3201
HcF2oktSKDVQXpBv7t2j3-07:00:00,375,46,1.0375999999999999
HcF2oktSKDVQXpBv7t2j3-07:00:00,46,44,0.18819999999999998
HcF2oktSKDVQXpBv7t2j3-07:00:00,44,42,0.11270000000000001
HcF2oktSKDVQXpBv7t2j3-07:00:00,42,40,0.2063
HcF2oktSKDVQXpBv7t2j3-07:00:00,40,34,0.1046
Hn0eoDFbdIiLk49QaqFeX-07:00:00,98,45,0.7207
Hn0eoDFbdIiLk49QaqFeX-07:00:00,45,128,0.3035
Hn0eoDFbdIiLk49QaqFeX-07:00:00,128,133,0.568
Hn0eoDFbdIiLk49QaqFeX-07:00:00,133,203,0.1971
Hn0eoDFbdIiLk49QaqFeX-07:00:00,203,205,0.4565
Hn0eoDFbdIiLk49QaqFeX-07:00:00,205,207,0.4342
Hn0eoDFbdIiLk49QaqFeX-07:00:00,207,209,4.8508000000000004
Hn0eoDFbdIiLk49QaqFeX-07:00:00,209,211,2.274
Hn0eoDFbdIiLk49QaqFeX-07:00:00,211,214,1.0021
Hn0eoDFbdIiLk49QaqFeX-07:00:00,214,218,2.1185
Hn0eoDFbdIiLk49QaqFeX-07:00:00,218,220,1.4105
Hn0eoDFbdIiLk49QaqFeX-07:00:00,220,231,0.8179
Hn0eoDFbdIiLk49QaqFeX-07:00:00,231,233,0.6058
Hn0eoDFbdIiLk49QaqFeX-07:00:00,233,237,0.5404
Hn0eoDFbdIiLk49QaqFeX-07:00:00,237,235,0.5197999999999999
Hn0eoDFbdIiLk49QaqFeX-07:00:00,235,239,1.0317
Hn0eoDFbdIiLk49QaqFeX-07:00:00,239,245,0.42710000000000004
Hn0eoDFbdIiLk49QaqFeX-07:00:00,245,243,0.5841000000000001
Hn0eoDFbdIiLk49QaqFeX-07:00:00,243,241,1.0479
Hn0eoDFbdIiLk49QaqFeX-07:00:00,241,229,0.6613
Hn0eoDFbdIiLk49QaqFeX-07:00:00,229,225,0.3481
Hn0eoDFbdIiLk49QaqFeX-07:00:00,225,227,0.6194
Hn0eoDFbdIiLk49QaqFeX-07:00:00,227,406,1.7070999999999998
Hn0eoDFbdIiLk49QaqFeX-07:00:00,406,404,0.4209
Hn0eoDFbdIiLk49QaqFeX-07:00:00,404,423,1.0840999999999998
Hn0eoDFbdIiLk49QaqFeX-07:00:00,423,428,1.3724
I2ar40PiiuS-HMI9_KCLc-07:00:00,277,279,0.6935
I2ar40PiiuS-HMI9_KCLc-07:00:00,279,143,1.1099
I2ar40PiiuS-HMI9_KCLc-07:00:00,143,145,0.4119
I2ar40PiiuS-HMI9_KCLc-07:00:00,145,141,0.4165
I2ar40PiiuS-HMI9_KCLc-07:00:00,141,139,0.4532
I2ar40PiiuS-HMI9_KCLc-07:00:00,139,137,0.2762
I2ar40PiiuS-HMI9_KCLc-07:00:00,137,91,0.9717
I2ar40PiiuS-HMI9_KCLc-07:00:00,91,89,0.19319999999999998
I2ar40PiiuS-HMI9_KCLc-07:00:00,89,93,0.1118
I2ar40PiiuS-HMI9_KCLc-07:00:00,93,95,0.14980000000000002
I2ar40PiiuS-HMI9_KCLc-07:00:00,95,21,0.7285
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,156,157,0.1377
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,157,159,0.1108
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,159,161,0.1869
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,161,163,0.1743
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,163,164,0.43739999999999996
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,164,165,0.2356
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,165,182,0.7845
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,182,185,0.30469999999999997
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,185,187,0.22569999999999998
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,187,195,0.5315
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,195,192,0.418
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,192,197,0.3822
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,197,199,0.5368999999999999
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,199,224,0.18059999999999998
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,224,226,0.663
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,226,230,0.3495
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,230,242,0.6684
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,242,244,1.0674000000000001
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,244,246,0.5815
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,246,240,0.4061
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,240,236,1.0509000000000002
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,236,238,0.6514
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,238,234,0.5454
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,234,232,0.6236
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,232,221,0.8332999999999999
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,221,219,1.4167
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,219,215,0.4038
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,215,212,0.2994
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,212,210,0.5059
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,210,208,0.499
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,208,206,0.38839999999999997
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,206,204,0.43460000000000004
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,204,134,0.2105
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,134,132,0.6023999999999999
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,132,130,0.3897
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,130,107,0.7068
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,107,105,0.2687
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,105,102,0.2576
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,102,80,0.45
J3ADe7YQWUaBHH8Z_00Ou-07:00:00,80,78,0.1541
JR4I2_wTJ2Vb9ocgkUSNB-07:00:00,426,386,14.033700000000001
JR4I2_wTJ2Vb9ocgkUSNB-07:00:00,386,383,1.2539
JR4I2_wTJ2Vb9ocgkUSNB-07:00:00,383,381,1.2789000000000001
JjBliHamEx0YUxbao3vZS-07:00:00,362,406,1.8045
JjBliHamEx0YUxbao3vZS-07:00:00,406,404,0.4209
JjBliHamEx0YUxbao3vZS-07:00:00,404,423,1.0840999999999998
JjBliHamEx0YUxbao3vZS-07:00:00,423,430,1.7530999999999999
JjBliHamEx0YUxbao3vZS-07:00:00,430,432,1.8480999999999999
JjBliHamEx0YUxbao3vZS-07:00:00,432,345,2.318
JjBliHamEx0YUxbao3vZS-07:00:00,345,329,1.7002000000000002
JjBliHamEx0YUxbao3vZS-07:00:00,329,297,2.1541
JjBliHamEx0YUxbao3vZS-07:00:00,297,299,0.26489999999999997
JjBliHamEx0YUxbao3vZS-07:00:00,299,302,0.2028
JjBliHamEx0YUxbao3vZS-07:00:00,302,305,0.5254
JjBliHamEx0YUxbao3vZS-07:00:00,305,271,2.1837
JjBliHamEx0YUxbao3vZS-07:00:00,271,270,0.3613
JjBliHamEx0YUxbao3vZS-07:00:00,270,269,0.8543999999999999
JjBliHamEx0YUxbao3vZS-07:00:00,269,267,0.0886
JjBliHamEx0YUxbao3vZS-07:00:00,267,278,1.4743
K1fkkoXPyuSsmQKdjzWHd-07:00:00,269,267,0.0886
K1fkkoXPyuSsmQKdjzWHd-07:00:00,267,273,0.6049
K1fkkoXPyuSsmQKdjzWHd-07:00:00,273,295,1.1683
K1fkkoXPyuSsmQKdjzWHd-07:00:00,295,304,0.8733
K1fkkoXPyuSsmQKdjzWHd-07:00:00,304,301,0.5203
K1fkkoXPyuSsmQKdjzWHd-07:00:00,301,298,0.2056
K1fkkoXPyuSsmQKdjzWHd-07:00:00,298,296,0.25980000000000003
K1fkkoXPyuSsmQKdjzWHd-07:00:00,296,332,3.8487
K1fkkoXPyuSsmQKdjzWHd-07:00:00,332,330,1.3973
K1fkkoXPyuSsmQKdjzWHd-07:00:00,330,173,2.5598
K1fkkoXPyuSsmQKdjzWHd-07:00:00,173,171,0.8202
K1fkkoXPyuSsmQKdjzWHd-07:00:00,171,170,0.5554
K1fkkoXPyuSsmQKdjzWHd-07:00:00,170,168,1.2152
K1fkkoXPyuSsmQKdjzWHd-07:00:00,168,424,1.8303
K1fkkoXPyuSsmQKdjzWHd-07:00:00,424,405,1.0839
K1fkkoXPyuSsmQKdjzWHd-07:00:00,405,407,0.45380000000000004
K1fkkoXPyuSsmQKdjzWHd-07:00:00,407,409,0.8402000000000001
K1fkkoXPyuSsmQKdjzWHd-07:00:00,409,402,0.74
K1fkkoXPyuSsmQKdjzWHd-07:00:00,402,359,0.8399
K63Xp_QNyqIIHRQrSOVNB-07:00:00,305,271,2.1837
K63Xp_QNyqIIHRQrSOVNB-07:00:00,271,446,0.4933
K63Xp_QNyqIIHRQrSOVNB-07:00:00,446,278,1.6602999999999999
KmoDyTTsPPrzF7JK4J700-07:00:00,362,406,1.8045
KmoDyTTsPPrzF7JK4J700-07:00:00,406,404,0.4209
KmoDyTTsPPrzF7JK4J700-07:00:00,404,423,1.0840999999999998
KmoDyTTsPPrzF7JK4J700-07:00:00,423,167,1.8720999999999999
KmoDyTTsPPrzF7JK4J700-07:00:00,167,169,1.806
KmoDyTTsPPrzF7JK4J700-07:00:00,169,172,0.5572999999999999
KmoDyTTsPPrzF7JK4J700-07:00:00,172,174,0.8135
KmoDyTTsPPrzF7JK4J700-07:00:00,174,331,2.5596
KmoDyTTsPPrzF7JK4J700-07:00:00,331,333,1.4149
KmoDyTTsPPrzF7JK4J700-07:00:00,333,297,3.8587
KmoDyTTsPPrzF7JK4J700-07:00:00,297,299,0.26489999999999997
KmoDyTTsPPrzF7JK4J700-07:00:00,299,303,0.2211
LLBFoYPGf2DhL6gStjpy4-07:00:00,273,295,1.1683
LLBFoYPGf2DhL6gStjpy4-07:00:00,295,306,2.9294000000000002
LLBFoYPGf2DhL6gStjpy4-07:00:00,306,175,1.6992
LLBFoYPGf2DhL6gStjpy4-07:00:00,175,178,2.7484
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,159,161,0.1869
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,161,163,0.1743
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,163,164,0.43739999999999996
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,164,165,0.2356
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,165,182,0.7845
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,182,185,0.30469999999999997
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,185,187,0.22569999999999998
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,187,195,0.5315
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,195,192,0.418
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,192,197,0.3822
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,197,199,0.5368999999999999
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,199,224,0.18059999999999998
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,224,226,0.663
LYcY_J8e-Dijvjm6uZhgZ-07:00:00,226,230,0.3495
