start_route_id,end_route_id,start_stop_id,end_stop_id,walking_distance_m,walking_path_nodes
CTJ48OMS2Nn2CyW093CBk,ClWtD9M5huTs0JiR087X6,15,445,1993.1691896509012,"[7043828811, 7043828810, 9414993328, 7023732362, 7023732364, 7023732365, 7113581393, 7113581389, 7113581387, 7113581386, 5392019578, 9368774130, 4168311512, 9368718200, 7041564226, 317908405]"
DaGuT_I6g5QpO40EcF4u7,ClWtD9M5huTs0JiR087X6,419,445,2013.0140755243524,"[9359493413, 9359493410, 9359493415, 9414993319, 9414993322, 7014712781, 7043828810, 9414993328, 7023732362, 7023732364, 7023732365, 7113581393, 7113581389, 7113581387, 7113581386, 5392019578, 9368774130, 4168311512, 9368718200, 7041564226, 317908405]"
FaHumA7HIyjyuC7E4M1jZ,ClWtD9M5huTs0JiR087X6,189,445,0.0,[317908405]
hx4EeoLjM7NJfnYrVfGvk,ClWtD9M5huTs0JiR087X6,180,445,0.0,[317908405]
tMb6GY09D_zaob3QQV8vM,ClWtD9M5huTs0JiR087X6,179,445,0.0,[317908405]
6Jzbm71jwnmQuuO9P7ngg,D7IwqxPBMcEQiGv3sjC3s,267,447,152.82610556750262,"[6487838617, 7028411712, 7028411711, 12843506658]"
8ExRMTw-r4JAqxk8WGljD,D7IwqxPBMcEQiGv3sjC3s,269,447,62.28000870053562,"[7028411712, 7028411711, 12843506658]"
QcjXCusjL37XD0vtFPM_z,D7IwqxPBMcEQiGv3sjC3s,269,447,62.28000870053562,"[7028411712, 7028411711, 12843506658]"
TPxz_LmHA0qyDz7QFLo1e,D7IwqxPBMcEQiGv3sjC3s,280,280,0.0,[6488486115]
llujnjcOUaGBRa_Jecss3,D7IwqxPBMcEQiGv3sjC3s,279,280,1738.337021746674,"[9204541535, 7016571657, 7111551009, 8442698359, 7044630378, 7044630377, 8442698387, 4002066933, 7044630380, 339079529, 4168310134, 7029035469, 1128476537, 1128477650, 1128478568, 4168313563, 7041539368, 7927561316, 6511710409, 1128092208, 1128091960, 1128092175, 6488486115]"
ndixtJMAJzaQiITLSzYz_,D7IwqxPBMcEQiGv3sjC3s,267,447,152.82610556750262,"[6487838617, 7028411712, 7028411711, 12843506658]"
o7ehON1F_k7JHoHJOQYGh,D7IwqxPBMcEQiGv3sjC3s,267,447,152.82610556750262,"[6487838617, 7028411712, 7028411711, 12843506658]"
q-9QC-QKVmhqbVh9htKhg,D7IwqxPBMcEQiGv3sjC3s,447,447,0.0,[12843506658]
4xf9KaKYJRkSlWjtAzeER,D7IwqxPBMcEQiGv3sjC3s,305,262,0.0,[4770569723]
vToQ2sD35oGmngQzvKN9j,D7IwqxPBMcEQiGv3sjC3s,83,305,0.0,[5392019578]
7udRe7A9ekRD6rtEEN_uD,DKfQEdGZMwRbkHDkrwcPx,189,202,82.33558268063379,"[6446573515, 6446573511, 2430597339, 6943200496]"
FaHumA7HIyjyuC7E4M1jZ,DKfQEdGZMwRbkHDkrwcPx,189,202,82.33558268063379,"[6446573515, 6446573511, 2430597339, 6943200496]"
O-PLpyiKLXCmTOTN2ykl2,DKfQEdGZMwRbkHDkrwcPx,192,190,117.06575927290262,"[1814665419, 274589372, 262336905]"
T6BRc19d7TrtHQroCLymy,DKfQEdGZMwRbkHDkrwcPx,192,190,117.06575927290262,"[1814665419, 274589372, 262336905]"
V_vEOLz-VvDvsJC4jk5JR,DKfQEdGZMwRbkHDkrwcPx,190,190,0.0,[262336905]
_RCpDqcLlmzJHSPPy8bli,DKfQEdGZMwRbkHDkrwcPx,192,190,117.06575927290262,"[1814665419, 274589372, 262336905]"
edXbrlxHb468dADNBXJ2G,DKfQEdGZMwRbkHDkrwcPx,216,218,308.5375535809871,"[6985079820, 339081311, 7048869158, 527831696, 8442698477, 6985153417]"
lbr0LeYaqC-PO2eSd5dsH,DKfQEdGZMwRbkHDkrwcPx,189,202,82.33558268063379,"[6446573515, 6446573511, 2430597339, 6943200496]"
nd53PomhCqmjY7ykLQy83,DKfQEdGZMwRbkHDkrwcPx,79,77,143.028829084899,"[3879996652, 5503106645, 5503106644, 6992201151]"
ruQq1su0J7bVhBjmIi2kw,DKfQEdGZMwRbkHDkrwcPx,195,202,172.06137006744822,"[1892904326, 276659446, 6818143503, 1885931733, 276659249, 6943200496]"
xkITynYnba-VdPTlpu5kL,DKfQEdGZMwRbkHDkrwcPx,219,218,0.0,[6985153417]
0WNbk9MGSKJVqVAWMBS1q,DKfQEdGZMwRbkHDkrwcPx,182,77,143.028829084899,"[3879996652, 5503106645, 5503106644, 6992201151]"
2z926Q9o3YtgjyoxtMW1d,DKfQEdGZMwRbkHDkrwcPx,425,202,172.06137006744822,"[1892904326, 276659446, 6818143503, 1885931733, 276659249, 6943200496]"
5NjpP8xmvr1-OYnw7E5Jn,DKfQEdGZMwRbkHDkrwcPx,258,202,172.06137006744822,"[1892904326, 276659446, 6818143503, 1885931733, 276659249, 6943200496]"
E14B9x9RNkVqAHJvJBYqa,DKfQEdGZMwRbkHDkrwcPx,260,202,172.06137006744822,"[1892904326, 276659446, 6818143503, 1885931733, 276659249, 6943200496]"
Jahu5bHSRsdCyh3p5H6cJ,DKfQEdGZMwRbkHDkrwcPx,156,77,0.0,[6992201151]
NwvVKB38LtB63C0PtEo-i,DKfQEdGZMwRbkHDkrwcPx,425,225,6805.614686096191,"[6952038537, 6952038534, 6952038526, 6953539418, 6952038523, 6952038519, 6952035739, 6952035732, 6491614424, 6491614425, 6953678243, 6953678227, 261726784, 6942560970, 1892876501, 260755102, 1128125313, 1128125375, 274591723, 1884999064, 1884999079, 1884999061, 1884999051, 260755101, 5434591444, 5434591442, 1814665424, 1814665419, 274589372, 1128126150, 1128125930, 1128126056, 1128126117, 316916763, 1885696441, 276659446, 1892904326, 1885696346, 276659536, 276659637, 7025440170, 8431951862, 6513299697, 8431951870, 1885907570, 4323956955, 3890628560, 4075818998, 274589385, 274589386, 417395073, 417395122, 274589389, 260754134, 3883555026, 6971317922, 6971317926, 10904528616]"
dC4CWsX_TbK9g5r1kzt4S,DKfQEdGZMwRbkHDkrwcPx,48,79,528.1542977656857,"[6947834641, 6947834652, 6950701610, 6950701510, 6950701618, 6950701584, 6950701583, 6123228790, 6950701628, 4168310070, 6485810773, 5672090625, 5503106644, 5503106645, 3879996652]"
kdziSzfhBj4JiBeVoloxo,DKfQEdGZMwRbkHDkrwcPx,344,202,104.41336810868441,"[1892904334, 1885931733, 276659249, 6943200496]"
o8mSXE7IgJWToUsU4NnFr,DKfQEdGZMwRbkHDkrwcPx,277,190,117.06575927290262,"[1814665419, 274589372, 262336905]"
oepuTc06iN5U0ZwjmqZIj,DKfQEdGZMwRbkHDkrwcPx,424,198,180.97182328188137,"[6953678227, 261726784]"
rJNlVBeJYLnin9iUCfQ8_,DKfQEdGZMwRbkHDkrwcPx,310,202,104.41336810868441,"[1892904334, 1885931733, 276659249, 6943200496]"
xg6X_6yI3-x6agQaIKy0r,DKfQEdGZMwRbkHDkrwcPx,309,190,0.0,[262336905]
-Z1R0bmP-3IQrktLaw1-i,DaGuT_I6g5QpO40EcF4u7,301,306,81.24395009563578,"[7043828811, 7043828816, 9359493413]"
2HEouGQcgjyXwlsq69h3S,DaGuT_I6g5QpO40EcF4u7,300,306,158.20503218191382,"[9414993322, 9414993319, 9359493415, 9359493410, 9359493413]"
lgA0Qn219kk386RQHCTQ7,DaGuT_I6g5QpO40EcF4u7,309,308,39.74225946196395,"[1128479568, 1128480646, 1128480896]"
rJNlVBeJYLnin9iUCfQ8_,DaGuT_I6g5QpO40EcF4u7,310,311,7073.199279577371,"[5275557217, 5275557215, 7024929183, 4168313501, 5275562259, 2931849331, 6987269618, 6987269469, 6987269617, 6987269612, 6509162803, 6509215362, 4168310167, 2931849332, 6987907732, 2931849112, 1888684893, 6987907726, 6987907721, 6988399134, 6478052813, 6987556268, 6988399137, 6477687433, 6478017427, 6478017439, 6478017430, 6478017443, 6478017444, 6478017447, 6477911584, 6477757553, 6477757550, 6478052812, 4166053311, 6988399160, 6477911885, 4166053094, 4166053457, 2931847945, 2931849315, 6990986538, 6480520226, 6990986539, 4166047116, 6990986540, 4166054367, 4166054933, 6990986541, 4166054887, 4166048665, 5559108711, 1888684962, 6977163493, 6977163293, 7116265902, 6977163252, 6480742763, 6977163255, 6977163226, 6977163229, 6977163231, 6977163254, 6977163233, 6977163253, 6977137680, 6977163196, 6977163203, 6977163538, 4166053418, 6977163034, 2931847942, 1893395986, 8011331307, 8011331436, 8429004270, 8429004273, 8011331421, 8011331435, 7928645037, 7928645036, 7928660351, 8011331170]"
xg6X_6yI3-x6agQaIKy0r,DaGuT_I6g5QpO40EcF4u7,309,308,39.74225946196395,"[1128479568, 1128480646, 1128480896]"
1Ctgvye_a8bTjvozOsfEX,DaGuT_I6g5QpO40EcF4u7,177,306,2013.0140755243526,"[317908405, 7041564226, 9368718200, 4168311512, 9368774130, 5392019578, 7113581386, 7113581387, 7113581389, 7113581393, 7023732365, 7023732364, 7023732362, 9414993328, 7043828810, 7014712781, 9414993322, 9414993319, 9359493415, 9359493410, 9359493413]"
2vubw4wDlR7h4SuBBiS6p,DaGuT_I6g5QpO40EcF4u7,425,306,81.24395009563578,"[7043828811, 7043828816, 9359493413]"
CTJ48OMS2Nn2CyW093CBk,DaGuT_I6g5QpO40EcF4u7,15,306,81.24395009563578,"[7043828811, 7043828816, 9359493413]"
FaHumA7HIyjyuC7E4M1jZ,DaGuT_I6g5QpO40EcF4u7,189,306,2013.0140755243526,"[317908405, 7041564226, 9368718200, 4168311512, 9368774130, 5392019578, 7113581386, 7113581387, 7113581389, 7113581393, 7023732365, 7023732364, 7023732362, 9414993328, 7043828810, 7014712781, 9414993322, 9414993319, 9359493415, 9359493410, 9359493413]"
hx4EeoLjM7NJfnYrVfGvk,DaGuT_I6g5QpO40EcF4u7,180,306,2013.0140755243526,"[317908405, 7041564226, 9368718200, 4168311512, 9368774130, 5392019578, 7113581386, 7113581387, 7113581389, 7113581393, 7023732365, 7023732364, 7023732362, 9414993328, 7043828810, 7014712781, 9414993322, 9414993319, 9359493415, 9359493410, 9359493413]"
tMb6GY09D_zaob3QQV8vM,DaGuT_I6g5QpO40EcF4u7,179,306,2013.0140755243526,"[317908405, 7041564226, 9368718200, 4168311512, 9368774130, 5392019578, 7113581386, 7113581387, 7113581389, 7113581393, 7023732365, 7023732364, 7023732362, 9414993328, 7043828810, 7014712781, 9414993322, 9414993319, 9359493415, 9359493410, 9359493413]"
7udRe7A9ekRD6rtEEN_uD,E14B9x9RNkVqAHJvJBYqa,189,194,198.9339859709625,"[6446573515, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
ClWtD9M5huTs0JiR087X6,E14B9x9RNkVqAHJvJBYqa,282,281,0.0,[2578490151]
FaHumA7HIyjyuC7E4M1jZ,E14B9x9RNkVqAHJvJBYqa,189,194,198.9339859709625,"[6446573515, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
O-PLpyiKLXCmTOTN2ykl2,E14B9x9RNkVqAHJvJBYqa,192,193,0.0,[1814665419]
T6BRc19d7TrtHQroCLymy,E14B9x9RNkVqAHJvJBYqa,192,193,0.0,[1814665419]
V_vEOLz-VvDvsJC4jk5JR,E14B9x9RNkVqAHJvJBYqa,190,193,117.06575927290262,"[262336905, 274589372, 1814665419]"
_RCpDqcLlmzJHSPPy8bli,E14B9x9RNkVqAHJvJBYqa,192,193,0.0,[1814665419]
edXbrlxHb468dADNBXJ2G,E14B9x9RNkVqAHJvJBYqa,216,218,308.5375535809871,"[6985079820, 339081311, 7048869158, 527831696, 8442698477, 6985153417]"
lbr0LeYaqC-PO2eSd5dsH,E14B9x9RNkVqAHJvJBYqa,189,194,198.9339859709625,"[6446573515, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
ruQq1su0J7bVhBjmIi2kw,E14B9x9RNkVqAHJvJBYqa,195,194,0.0,[1892904326]
xkITynYnba-VdPTlpu5kL,E14B9x9RNkVqAHJvJBYqa,219,218,0.0,[6985153417]
2z926Q9o3YtgjyoxtMW1d,E14B9x9RNkVqAHJvJBYqa,425,194,0.0,[1892904326]
5NjpP8xmvr1-OYnw7E5Jn,E14B9x9RNkVqAHJvJBYqa,258,194,0.0,[1892904326]
DKfQEdGZMwRbkHDkrwcPx,E14B9x9RNkVqAHJvJBYqa,54,194,172.0613700674482,"[6943200496, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
NwvVKB38LtB63C0PtEo-i,E14B9x9RNkVqAHJvJBYqa,425,225,6805.614686096191,"[6952038537, 6952038534, 6952038526, 6953539418, 6952038523, 6952038519, 6952035739, 6952035732, 6491614424, 6491614425, 6953678243, 6953678227, 261726784, 6942560970, 1892876501, 260755102, 1128125313, 1128125375, 274591723, 1884999064, 1884999079, 1884999061, 1884999051, 260755101, 5434591444, 5434591442, 1814665424, 1814665419, 274589372, 1128126150, 1128125930, 1128126056, 1128126117, 316916763, 1885696441, 276659446, 1892904326, 1885696346, 276659536, 276659637, 7025440170, 8431951862, 6513299697, 8431951870, 1885907570, 4323956955, 3890628560, 4075818998, 274589385, 274589386, 417395073, 417395122, 274589389, 260754134, 3883555026, 6971317922, 6971317926, 10904528616]"
kdziSzfhBj4JiBeVoloxo,E14B9x9RNkVqAHJvJBYqa,344,194,70.91761918018832,"[1892904334, 4323956583, 1892904326]"
o8mSXE7IgJWToUsU4NnFr,E14B9x9RNkVqAHJvJBYqa,277,193,0.0,[1814665419]
oepuTc06iN5U0ZwjmqZIj,E14B9x9RNkVqAHJvJBYqa,424,198,180.97182328188137,"[6953678227, 261726784]"
rJNlVBeJYLnin9iUCfQ8_,E14B9x9RNkVqAHJvJBYqa,310,194,70.91761918018832,"[1892904334, 4323956583, 1892904326]"
xg6X_6yI3-x6agQaIKy0r,E14B9x9RNkVqAHJvJBYqa,309,193,117.06575927290262,"[262336905, 274589372, 1814665419]"
0WNbk9MGSKJVqVAWMBS1q,EWmI2x176BtYHecDIWm2H,182,183,12.670053350258444,"[260754134, 3883555026]"
7udRe7A9ekRD6rtEEN_uD,EWmI2x176BtYHecDIWm2H,189,194,198.9339859709625,"[6446573515, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
7vCDYOyx9Gj6RZuCS5Igi,EWmI2x176BtYHecDIWm2H,156,156,0.0,[6968555662]
FaHumA7HIyjyuC7E4M1jZ,EWmI2x176BtYHecDIWm2H,189,194,198.9339859709625,"[6446573515, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
I46ZQc9g0OMvTpnnq0RXs,EWmI2x176BtYHecDIWm2H,14,14,0.0,[4168314500]
Jahu5bHSRsdCyh3p5H6cJ,EWmI2x176BtYHecDIWm2H,156,156,0.0,[6968555662]
O-PLpyiKLXCmTOTN2ykl2,EWmI2x176BtYHecDIWm2H,192,193,0.0,[1814665419]
T6BRc19d7TrtHQroCLymy,EWmI2x176BtYHecDIWm2H,192,193,0.0,[1814665419]
V_vEOLz-VvDvsJC4jk5JR,EWmI2x176BtYHecDIWm2H,190,193,117.06575927290262,"[262336905, 274589372, 1814665419]"
VqsKdXjc_nTkIE8PZUK7V,EWmI2x176BtYHecDIWm2H,93,93,0.0,[3143411495]
_RCpDqcLlmzJHSPPy8bli,EWmI2x176BtYHecDIWm2H,192,193,0.0,[1814665419]
bAytab6a3g8pFmPeUQC1L,EWmI2x176BtYHecDIWm2H,161,157,309.06104616481326,"[6838199891, 6838199908, 6838199905, 6906702761]"
edXbrlxHb468dADNBXJ2G,EWmI2x176BtYHecDIWm2H,216,218,308.5375535809871,"[6985079820, 339081311, 7048869158, 527831696, 8442698477, 6985153417]"
hMo27Nx4A3lFCdh0tNdmf,EWmI2x176BtYHecDIWm2H,159,156,248.7970395093795,"[6906702773, 6968597415, 6976216292, 6976216291, 6838199945, 6968597393, 6968555662]"
lbr0LeYaqC-PO2eSd5dsH,EWmI2x176BtYHecDIWm2H,189,194,198.9339859709625,"[6446573515, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
ruQq1su0J7bVhBjmIi2kw,EWmI2x176BtYHecDIWm2H,195,194,0.0,[1892904326]
xkITynYnba-VdPTlpu5kL,EWmI2x176BtYHecDIWm2H,219,218,0.0,[6985153417]
2z926Q9o3YtgjyoxtMW1d,EWmI2x176BtYHecDIWm2H,425,194,0.0,[1892904326]
5NjpP8xmvr1-OYnw7E5Jn,EWmI2x176BtYHecDIWm2H,258,194,0.0,[1892904326]
8ExRMTw-r4JAqxk8WGljD,EWmI2x176BtYHecDIWm2H,269,164,258.9675114226784,"[6820743471, 6818071295, 8442254840, 6818071294, 10970226966, 10970226974, 12294249715, 10970226972, 6950726138, 6838199963]"
DKfQEdGZMwRbkHDkrwcPx,EWmI2x176BtYHecDIWm2H,54,194,172.0613700674482,"[6943200496, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
E14B9x9RNkVqAHJvJBYqa,EWmI2x176BtYHecDIWm2H,260,194,0.0,[1892904326]
E_oc6kDbFdlvVaZssBQex,EWmI2x176BtYHecDIWm2H,405,156,248.7970395093795,"[6906702773, 6968597415, 6976216292, 6976216291, 6838199945, 6968597393, 6968555662]"
NwvVKB38LtB63C0PtEo-i,EWmI2x176BtYHecDIWm2H,425,225,6805.614686096191,"[6952038537, 6952038534, 6952038526, 6953539418, 6952038523, 6952038519, 6952035739, 6952035732, 6491614424, 6491614425, 6953678243, 6953678227, 261726784, 6942560970, 1892876501, 260755102, 1128125313, 1128125375, 274591723, 1884999064, 1884999079, 1884999061, 1884999051, 260755101, 5434591444, 5434591442, 1814665424, 1814665419, 274589372, 1128126150, 1128125930, 1128126056, 1128126117, 316916763, 1885696441, 276659446, 1892904326, 1885696346, 276659536, 276659637, 7025440170, 8431951862, 6513299697, 8431951870, 1885907570, 4323956955, 3890628560, 4075818998, 274589385, 274589386, 417395073, 417395122, 274589389, 260754134, 3883555026, 6971317922, 6971317926, 10904528616]"
jmLM1TsmnRPlkOtGUD0nu,EWmI2x176BtYHecDIWm2H,85,183,0.0,[3883555026]
kdziSzfhBj4JiBeVoloxo,EWmI2x176BtYHecDIWm2H,344,194,70.91761918018832,"[1892904334, 4323956583, 1892904326]"
o8mSXE7IgJWToUsU4NnFr,EWmI2x176BtYHecDIWm2H,277,193,0.0,[1814665419]
oepuTc06iN5U0ZwjmqZIj,EWmI2x176BtYHecDIWm2H,424,198,180.97182328188137,"[6953678227, 261726784]"
rJNlVBeJYLnin9iUCfQ8_,EWmI2x176BtYHecDIWm2H,310,194,70.91761918018832,"[1892904334, 4323956583, 1892904326]"
ujMXATExhhRj9qgxcopKv,EWmI2x176BtYHecDIWm2H,362,89,1201.908126207022,"[6486037383, 2565386143, 6486037804, 6485813848, 6486037802, 4168312852, 6486037799, 6485813839, 4168314747, 6486037796, 6485813820, 2578433071, 2578433072, 2578433073, 2578433074, 2578433075, 5672083417, 4168315809, 1128069147, 3143411513, 7014882208, 3143411485, 3143412033, 3143411520, 7014882195, 6485670784, 3143411495, 6989895844, 2578433065, 6989895843, 5392895112]"
wk7z0bHFULyZrQtvEvO1X,EWmI2x176BtYHecDIWm2H,360,156,227.3051699340636,"[6521042214, 6968555684, 6521042215, 6968597386, 6968597385, 6976216305, 6838118108, 6968555662]"
xg6X_6yI3-x6agQaIKy0r,EWmI2x176BtYHecDIWm2H,309,193,117.06575927290262,"[262336905, 274589372, 1814665419]"
0fV-oHdZjqIXEVAq-5E7b,EYuJpRuohnv2M2djd0oRb,360,359,349.74068937636184,"[1886295269, 10562355384, 5727317783, 4323952889, 4781919525, 4781919524, 260758574, 1888346013, 1886295998]"
3I93k-8Viq6W8QFXbpmUU,EYuJpRuohnv2M2djd0oRb,362,359,174.1628211676752,"[260758678, 1888346077, 1888346018, 1888346013, 1886295998]"
8NzGmmMDzhEhQEXbQjJTl,EYuJpRuohnv2M2djd0oRb,362,359,174.1628211676752,"[260758678, 1888346077, 1888346018, 1888346013, 1886295998]"
E_oc6kDbFdlvVaZssBQex,EYuJpRuohnv2M2djd0oRb,405,405,0.0,[7927564332]
LrIznn0Nk3YYvE6SV4NT_,EYuJpRuohnv2M2djd0oRb,361,359,177.45045235544677,"[260758565, 260758574, 1888346013, 1886295998]"
SqToUMEw-z1wSe52v0JGh,EYuJpRuohnv2M2djd0oRb,362,359,174.1628211676752,"[260758678, 1888346077, 1888346018, 1888346013, 1886295998]"
dzTiXNOiyKbSpiehbFk-a,EYuJpRuohnv2M2djd0oRb,360,359,349.74068937636184,"[1886295269, 10562355384, 5727317783, 4323952889, 4781919525, 4781919524, 260758574, 1888346013, 1886295998]"
oepuTc06iN5U0ZwjmqZIj,EYuJpRuohnv2M2djd0oRb,424,424,0.0,[4323950582]
p2DY4x4NaqXRC1gG9cwiY,EYuJpRuohnv2M2djd0oRb,359,359,0.0,[1886295998]
pIaHBI4j1KA7mIDUenoKC,EYuJpRuohnv2M2djd0oRb,360,359,349.74068937636184,"[1886295269, 10562355384, 5727317783, 4323952889, 4781919525, 4781919524, 260758574, 1888346013, 1886295998]"
ujMXATExhhRj9qgxcopKv,EYuJpRuohnv2M2djd0oRb,362,359,174.1628211676752,"[260758678, 1888346077, 1888346018, 1888346013, 1886295998]"
wk7z0bHFULyZrQtvEvO1X,EYuJpRuohnv2M2djd0oRb,360,359,349.74068937636184,"[1886295269, 10562355384, 5727317783, 4323952889, 4781919525, 4781919524, 260758574, 1888346013, 1886295998]"
z2W-2EVP76_5pF_4R0HbR,EYuJpRuohnv2M2djd0oRb,360,359,349.74068937636184,"[1886295269, 10562355384, 5727317783, 4323952889, 4781919525, 4781919524, 260758574, 1888346013, 1886295998]"
2HEouGQcgjyXwlsq69h3S,EYuJpRuohnv2M2djd0oRb,300,359,0.0,[1886295998]
2sefONCZ5v5w4bCF1ybYX,EYuJpRuohnv2M2djd0oRb,85,359,0.0,[1886295998]
EqpMMSAPpyyeIs0OPJu7A,EYuJpRuohnv2M2djd0oRb,98,359,0.0,[1886295998]
EvMcmidrqDryWEcBEqdU2,EYuJpRuohnv2M2djd0oRb,425,359,0.0,[1886295998]
QcjXCusjL37XD0vtFPM_z,EYuJpRuohnv2M2djd0oRb,269,359,0.0,[1886295998]
V-tNyPwMd_7j2AAdXrBPe,EYuJpRuohnv2M2djd0oRb,278,359,0.0,[1886295998]
VqsKdXjc_nTkIE8PZUK7V,EYuJpRuohnv2M2djd0oRb,93,359,0.0,[1886295998]
djf-0ENVceYNg5x6O7HGq,EYuJpRuohnv2M2djd0oRb,109,359,0.0,[1886295998]
eW27jXPyPLkZFOoF5g9lr,EYuJpRuohnv2M2djd0oRb,433,359,0.0,[1886295998]
nl0Bhq5jfJUhmpghbnEaV,EYuJpRuohnv2M2djd0oRb,48,402,0.0,[5720425342]
w5lnA7aOkl9RbW6RzoEdG,EYuJpRuohnv2M2djd0oRb,416,359,0.0,[1886295998]
0WNbk9MGSKJVqVAWMBS1q,E_oc6kDbFdlvVaZssBQex,182,184,294.97706200433163,"[260754134, 274589389, 417395122, 417395073]"
7udRe7A9ekRD6rtEEN_uD,E_oc6kDbFdlvVaZssBQex,189,194,198.9339859709625,"[6446573515, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
7vCDYOyx9Gj6RZuCS5Igi,E_oc6kDbFdlvVaZssBQex,156,158,248.79703950937954,"[6968555662, 6968597393, 6838199945, 6976216291, 6976216292, 6968597415, 6906702773]"
FaHumA7HIyjyuC7E4M1jZ,E_oc6kDbFdlvVaZssBQex,189,194,198.9339859709625,"[6446573515, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
Jahu5bHSRsdCyh3p5H6cJ,E_oc6kDbFdlvVaZssBQex,156,158,248.79703950937954,"[6968555662, 6968597393, 6838199945, 6976216291, 6976216292, 6968597415, 6906702773]"
O-PLpyiKLXCmTOTN2ykl2,E_oc6kDbFdlvVaZssBQex,192,193,0.0,[1814665419]
T6BRc19d7TrtHQroCLymy,E_oc6kDbFdlvVaZssBQex,192,193,0.0,[1814665419]
V_vEOLz-VvDvsJC4jk5JR,E_oc6kDbFdlvVaZssBQex,190,193,117.06575927290262,"[262336905, 274589372, 1814665419]"
_RCpDqcLlmzJHSPPy8bli,E_oc6kDbFdlvVaZssBQex,192,193,0.0,[1814665419]
bAytab6a3g8pFmPeUQC1L,E_oc6kDbFdlvVaZssBQex,161,160,0.0,[6838199891]
hMo27Nx4A3lFCdh0tNdmf,E_oc6kDbFdlvVaZssBQex,159,160,418.26463498125713,"[6906702773, 6968597415, 6976216292, 6976216291, 6906702761, 6838199905, 6838199908, 6838199891]"
lbr0LeYaqC-PO2eSd5dsH,E_oc6kDbFdlvVaZssBQex,189,194,198.9339859709625,"[6446573515, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
ruQq1su0J7bVhBjmIi2kw,E_oc6kDbFdlvVaZssBQex,195,194,0.0,[1892904326]
2z926Q9o3YtgjyoxtMW1d,E_oc6kDbFdlvVaZssBQex,425,194,0.0,[1892904326]
5NjpP8xmvr1-OYnw7E5Jn,E_oc6kDbFdlvVaZssBQex,258,194,0.0,[1892904326]
8ExRMTw-r4JAqxk8WGljD,E_oc6kDbFdlvVaZssBQex,269,165,109.27633117775812,"[6820743471, 1894299914, 417393457, 5350959169]"
DKfQEdGZMwRbkHDkrwcPx,E_oc6kDbFdlvVaZssBQex,54,194,172.0613700674482,"[6943200496, 276659249, 1885931733, 6818143503, 276659446, 1892904326]"
E14B9x9RNkVqAHJvJBYqa,E_oc6kDbFdlvVaZssBQex,260,194,0.0,[1892904326]
EWmI2x176BtYHecDIWm2H,E_oc6kDbFdlvVaZssBQex,89,158,248.79703950937954,"[6968555662, 6968597393, 6838199945, 6976216291, 6976216292, 6968597415, 6906702773]"
NwvVKB38LtB63C0PtEo-i,E_oc6kDbFdlvVaZssBQex,425,230,0.0,[6952038537]
jmLM1TsmnRPlkOtGUD0nu,E_oc6kDbFdlvVaZssBQex,85,184,307.6471153545901,"[3883555026, 260754134, 274589389, 417395122, 417395073]"
kdziSzfhBj4JiBeVoloxo,E_oc6kDbFdlvVaZssBQex,344,194,70.91761918018832,"[1892904334, 4323956583, 1892904326]"
o8mSXE7IgJWToUsU4NnFr,E_oc6kDbFdlvVaZssBQex,277,193,0.0,[1814665419]
oepuTc06iN5U0ZwjmqZIj,E_oc6kDbFdlvVaZssBQex,424,198,180.97182328188137,"[6953678227, 261726784]"
rJNlVBeJYLnin9iUCfQ8_,E_oc6kDbFdlvVaZssBQex,310,194,70.91761918018832,"[1892904334, 4323956583, 1892904326]"
wk7z0bHFULyZrQtvEvO1X,E_oc6kDbFdlvVaZssBQex,360,158,277.9585075681799,"[6521042214, 6968555684, 6521042215, 6968597386, 6968597385, 6968597390, 6968597415, 6906702773]"
xg6X_6yI3-x6agQaIKy0r,E_oc6kDbFdlvVaZssBQex,309,193,117.06575927290262,"[262336905, 274589372, 1814665419]"
xkITynYnba-VdPTlpu5kL,E_oc6kDbFdlvVaZssBQex,219,193,0.0,[1814665419]
-H9LP4vuOqj-RIRCZNg_6,EqpMMSAPpyyeIs0OPJu7A,326,324,1159.6599093869552,"[1886821204, 11462532250, 1886821135, 6952133530, 6950754289, 6950754293, 6950754336, 6950754299, 11527409521, 4326474661, 5439510412, 262336379]"
0fV-oHdZjqIXEVAq-5E7b,EqpMMSAPpyyeIs0OPJu7A,360,359,349.74068937636184,"[1886295269, 10562355384, 5727317783, 4323952889, 4781919525, 4781919524, 260758574, 1888346013, 1886295998]"
3I93k-8Viq6W8QFXbpmUU,EqpMMSAPpyyeIs0OPJu7A,362,359,174.1628211676752,"[260758678, 1888346077, 1888346018, 1888346013, 1886295998]"
